_id,date,oh_region,icu_current_covid,icu_current_covid_vented,hospitalizations,icu_crci_total,icu_crci_total_vented,icu_former_covid,icu_former_covid_vented
1444,2020-05-05,NORTH,3,1,11,3,1,0,0
1445,2020-05-06,NORTH,2,1,10,3,1,1,0
1446,2020-05-07,NORTH,2,0,9,3,0,1,0
1447,2020-05-08,NORTH,2,0,9,3,0,1,0
1448,2020-05-09,NORTH,2,0,8,2,0,0,0
1449,2020-05-10,NORTH,2,0,7,2,0,0,0
1450,2020-05-11,NORTH,1,0,7,1,0,0,0
1451,2020-05-12,NORTH,1,0,7,1,0,0,0
1452,2020-05-13,NORTH,1,0,7,1,0,0,0
1453,2020-05-14,NORTH,1,1,8,1,1,0,0
1454,2020-05-15,NORTH,0,0,7,0,0,0,0
1455,2020-05-16,NORTH,0,0,5,0,0,0,0
1456,2020-05-17,NORTH,0,0,5,0,0,0,0
1457,2020-05-18,NORTH,0,0,5,0,0,0,0
1458,2020-05-19,NORTH,0,0,3,0,0,0,0
1459,2020-05-20,NORTH,0,0,3,0,0,0,0
1460,2020-05-21,NORTH,0,0,3,0,0,0,0
1461,2020-05-22,NORTH,0,0,5,0,0,0,0
1462,2020-05-23,NORTH,0,0,5,0,0,0,0
1463,2020-05-24,NORTH,0,0,5,0,0,0,0
1464,2020-05-25,NORTH,0,0,5,0,0,0,0
1465,2020-05-26,NORTH,0,0,4,0,0,0,0
1466,2020-05-27,NORTH,0,0,6,0,0,0,0
1467,2020-05-28,NORTH,0,0,7,0,0,0,0
1468,2020-05-29,NORTH,0,0,4,0,0,0,0
1469,2020-05-30,NORTH,0,0,4,0,0,0,0
1470,2020-05-31,NORTH,0,0,4,0,0,0,0
1471,2020-06-01,NORTH,0,0,4,0,0,0,0
1472,2020-06-02,NORTH,0,0,3,0,0,0,0
1473,2020-06-03,NORTH,0,0,3,0,0,0,0
1474,2020-06-04,NORTH,0,0,5,0,0,0,0
1475,2020-06-05,NORTH,0,0,6,0,0,0,0
1476,2020-06-06,NORTH,0,0,4,0,0,0,0
1477,2020-06-07,NORTH,0,0,3,0,0,0,0
1478,2020-06-08,NORTH,0,0,3,0,0,0,0
1479,2020-06-09,NORTH,0,0,4,0,0,0,0
1480,2020-06-10,NORTH,0,0,4,0,0,0,0
1481,2020-06-11,NORTH,0,0,3,0,0,0,0
1482,2020-06-12,NORTH,0,0,3,0,0,0,0
1483,2020-06-13,NORTH,0,0,3,0,0,0,0
1484,2020-06-14,NORTH,0,0,4,0,0,0,0
1485,2020-06-15,NORTH,0,0,4,0,0,0,0
1486,2020-06-16,NORTH,0,0,4,0,0,0,0
1487,2020-06-17,NORTH,0,0,6,0,0,0,0
1488,2020-06-18,NORTH,0,0,6,0,0,0,0
1489,2020-06-19,NORTH,0,0,6,0,0,0,0
1490,2020-06-20,NORTH,0,0,8,0,0,0,0
1491,2020-06-21,NORTH,0,0,4,0,0,0,0
1492,2020-06-22,NORTH,0,0,4,0,0,0,0
1493,2020-06-23,NORTH,0,0,4,0,0,0,0
1494,2020-06-24,NORTH,0,0,6,0,0,0,0
1495,2020-06-25,NORTH,0,0,5,0,0,0,0
1496,2020-06-26,NORTH,0,0,4,0,0,0,0
1497,2020-06-27,NORTH,0,0,4,0,0,0,0
1498,2020-06-28,NORTH,0,0,4,0,0,0,0
1499,2020-06-29,NORTH,0,0,4,0,0,0,0
1500,2020-06-30,NORTH,0,0,3,0,0,0,0
1501,2020-07-01,NORTH,0,0,3,0,0,0,0
1502,2020-07-02,NORTH,0,0,0,0,0,0,0
1503,2020-07-03,NORTH,0,0,0,0,0,0,0
1504,2020-07-05,NORTH,0,0,2,0,0,0,0
1505,2020-07-06,NORTH,0,0,2,0,0,0,0
1506,2020-07-07,NORTH,0,0,2,0,0,0,0
1507,2020-07-08,NORTH,0,0,2,0,0,0,0
1508,2020-07-09,NORTH,0,0,2,0,0,0,0
1509,2020-07-10,NORTH,1,0,2,1,0,0,0
1510,2020-07-11,NORTH,0,0,3,0,0,0,0
1511,2020-07-12,NORTH,0,0,2,0,0,0,0
1512,2020-07-13,NORTH,0,0,2,0,0,0,0
1513,2020-07-14,NORTH,0,0,2,0,0,0,0
1514,2020-07-15,NORTH,0,0,4,0,0,0,0
1515,2020-07-16,NORTH,0,0,2,0,0,0,0
1516,2020-07-17,NORTH,0,0,0,0,0,0,0
1517,2020-07-18,NORTH,0,0,1,0,0,0,0
1518,2020-07-19,NORTH,0,0,1,0,0,0,0
1519,2020-07-20,NORTH,0,0,1,0,0,0,0
1520,2020-07-21,NORTH,0,0,0,0,0,0,0
1521,2020-07-22,NORTH,0,0,1,0,0,0,0
1522,2020-07-23,NORTH,0,0,2,0,0,0,0
1523,2020-07-24,NORTH,0,0,1,0,0,0,0
1524,2020-07-25,NORTH,0,0,1,0,0,0,0
1525,2020-07-26,NORTH,0,0,2,0,0,0,0
1526,2020-07-27,NORTH,0,0,2,0,0,0,0
1527,2020-07-28,NORTH,0,0,2,0,0,0,0
1528,2020-07-29,NORTH,0,0,2,0,0,0,0
1529,2020-07-30,NORTH,0,0,1,0,0,0,0
1530,2020-07-31,NORTH,0,0,2,0,0,0,0
1531,2020-08-01,NORTH,0,0,2,0,0,0,0
1532,2020-08-02,NORTH,0,0,2,0,0,0,0
1533,2020-08-03,NORTH,0,0,2,0,0,0,0
1534,2020-08-04,NORTH,0,0,2,0,0,0,0
1535,2020-08-05,NORTH,0,0,2,0,0,0,0
1536,2020-08-06,NORTH,0,0,1,0,0,0,0
1537,2020-08-07,NORTH,0,0,1,0,0,0,0
1538,2020-08-08,NORTH,0,0,1,0,0,0,0
1539,2020-08-09,NORTH,0,0,1,0,0,0,0
1540,2020-08-10,NORTH,0,0,1,0,0,0,0
1541,2020-08-11,NORTH,0,0,1,0,0,0,0
1542,2020-08-12,NORTH,0,0,1,0,0,0,0
1543,2020-08-13,NORTH,0,0,1,0,0,0,0
1544,2020-08-14,NORTH,0,0,1,0,0,0,0
1545,2020-08-15,NORTH,0,0,1,0,0,0,0
1546,2020-08-16,NORTH,0,0,1,0,0,0,0
1547,2020-08-17,NORTH,0,0,1,0,0,0,0
1548,2020-08-18,NORTH,0,0,1,0,0,0,0
1549,2020-08-19,NORTH,0,0,1,0,0,0,0
1550,2020-08-20,NORTH,0,0,1,0,0,0,0
1551,2020-08-21,NORTH,0,0,1,0,0,0,0
1552,2020-08-22,NORTH,0,0,1,0,0,0,0
1553,2020-08-23,NORTH,0,0,1,0,0,0,0
1554,2020-08-24,NORTH,0,0,1,0,0,0,0
1555,2020-08-25,NORTH,0,0,0,0,0,0,0
1556,2020-08-26,NORTH,0,0,0,0,0,0,0
1557,2020-08-27,NORTH,0,0,0,0,0,0,0
1558,2020-08-28,NORTH,0,0,0,0,0,0,0
1559,2020-08-29,NORTH,0,0,0,0,0,0,0
1560,2020-08-30,NORTH,0,0,0,0,0,0,0
1561,2020-08-31,NORTH,0,0,0,0,0,0,0
1562,2020-09-01,NORTH,0,0,0,0,0,0,0
1569,2020-09-08,NORTH,0,0,0,0,0,0,0
1570,2020-09-09,NORTH,0,0,0,0,0,0,0
1571,2020-09-10,NORTH,0,0,0,0,0,0,0
1572,2020-09-11,NORTH,0,0,0,0,0,0,0
1573,2020-09-12,NORTH,0,0,0,0,0,0,0
1574,2020-09-13,NORTH,0,0,0,0,0,0,0
1575,2020-09-14,NORTH,0,0,0,0,0,0,0
1576,2020-09-15,NORTH,0,0,0,0,0,0,0
1577,2020-09-16,NORTH,0,0,0,0,0,0,0
1578,2020-09-17,NORTH,0,0,2,0,0,0,0
1579,2020-09-18,NORTH,0,0,0,0,0,0,0
1580,2020-09-19,NORTH,0,0,0,0,0,0,0
1581,2020-09-20,NORTH,0,0,0,0,0,0,0
1582,2020-09-21,NORTH,0,0,0,0,0,0,0
1583,2020-09-22,NORTH,0,0,0,0,0,0,0
1584,2020-09-23,NORTH,0,0,0,0,0,0,0
1585,2020-09-24,NORTH,0,0,0,0,0,0,0
1586,2020-09-25,NORTH,0,0,0,0,0,0,0
1587,2020-09-26,NORTH,0,0,0,0,0,0,0
1588,2020-09-27,NORTH,0,0,0,0,0,0,0
1589,2020-09-28,NORTH,0,0,0,0,0,0,0
1590,2020-09-29,NORTH,0,0,0,0,0,0,0
1591,2020-09-30,NORTH,0,0,0,0,0,0,0
1592,2020-10-01,NORTH,0,0,2,0,0,0,0
1593,2020-10-02,NORTH,0,0,0,0,0,0,0
1594,2020-10-03,NORTH,0,0,0,0,0,0,0
1595,2020-10-04,NORTH,0,0,0,0,0,0,0
1596,2020-10-05,NORTH,0,0,0,0,0,0,0
1597,2020-10-06,NORTH,0,0,0,0,0,0,0
1598,2020-10-07,NORTH,0,0,1,0,0,0,0
1599,2020-10-08,NORTH,0,0,1,0,0,0,0
1600,2020-10-09,NORTH,0,0,1,0,0,0,0
1601,2020-10-10,NORTH,0,0,1,0,0,0,0
1602,2020-10-11,NORTH,0,0,0,0,0,0,0
1603,2020-10-12,NORTH,0,0,0,0,0,0,0
1604,2020-10-13,NORTH,0,0,0,0,0,0,0
1605,2020-10-14,NORTH,0,0,1,0,0,0,0
1606,2020-10-15,NORTH,0,0,0,0,0,0,0
1607,2020-10-16,NORTH,0,0,0,0,0,0,0
1608,2020-10-17,NORTH,0,0,0,0,0,0,0
1609,2020-10-18,NORTH,0,0,3,0,0,0,0
1610,2020-10-19,NORTH,0,0,0,0,0,0,0
1611,2020-10-20,NORTH,0,0,0,0,0,0,0
1612,2020-10-21,NORTH,0,0,0,0,0,0,0
1613,2020-10-22,NORTH,0,0,0,0,0,0,0
1614,2020-10-23,NORTH,0,0,0,0,0,0,0
1615,2020-10-24,NORTH,0,0,0,0,0,0,0
1616,2020-10-25,NORTH,0,0,0,0,0,0,0
1617,2020-10-26,NORTH,0,0,0,0,0,0,0
1618,2020-10-27,NORTH,0,0,1,0,0,0,0
1619,2020-10-28,NORTH,0,0,3,0,0,0,0
1620,2020-10-29,NORTH,0,0,2,0,0,0,0
1621,2020-10-30,NORTH,0,0,0,0,0,0,0
1622,2020-10-31,NORTH,0,0,0,0,0,0,0
1623,2020-11-01,NORTH,0,0,0,0,0,0,0
1624,2020-11-02,NORTH,0,0,0,0,0,0,0
1625,2020-11-03,NORTH,0,0,0,0,0,0,0
1626,2020-11-04,NORTH,1,0,1,1,0,0,0
1627,2020-11-05,NORTH,0,0,1,1,0,1,0
1628,2020-11-06,NORTH,0,0,1,0,0,0,0
1629,2020-11-07,NORTH,0,0,1,0,0,0,0
1630,2020-11-08,NORTH,0,0,1,0,0,0,0
1631,2020-11-09,NORTH,0,0,1,0,0,0,0
1632,2020-11-10,NORTH,0,0,1,0,0,0,0
1633,2020-11-11,NORTH,0,0,1,0,0,0,0
1634,2020-11-12,NORTH,0,0,1,0,0,0,0
1635,2020-11-13,NORTH,0,0,1,0,0,0,0
1636,2020-11-14,NORTH,0,0,0,0,0,0,0
1637,2020-11-15,NORTH,1,0,1,1,0,0,0
1638,2020-11-16,NORTH,2,0,2,2,0,0,0
1639,2020-11-17,NORTH,1,0,3,1,0,0,0
1640,2020-11-18,NORTH,1,0,3,1,0,0,0
1641,2020-11-19,NORTH,1,0,5,1,0,0,0
1642,2020-11-20,NORTH,1,0,4,1,0,0,0
1643,2020-11-21,NORTH,2,0,5,2,0,0,0
1644,2020-11-22,NORTH,1,0,6,2,1,1,1
1645,2020-11-23,NORTH,3,0,4,4,1,1,1
1646,2020-11-24,NORTH,1,0,5,2,1,1,1
1647,2020-11-25,NORTH,0,0,5,1,1,1,1
1648,2020-11-26,NORTH,0,0,6,1,1,1,1
1649,2020-11-27,NORTH,0,0,5,1,1,1,1
1650,2020-11-28,NORTH,0,0,5,1,1,1,1
1651,2020-11-29,NORTH,0,0,4,1,0,1,0
1652,2020-11-30,NORTH,0,0,4,1,0,1,0
1653,2020-12-01,NORTH,1,0,4,2,0,1,0
1654,2020-12-02,NORTH,1,0,5,2,0,1,0
1655,2020-12-03,NORTH,1,0,6,1,0,0,0
1656,2020-12-04,NORTH,2,0,7,2,0,0,0
1657,2020-12-05,NORTH,2,0,6,2,0,0,0
1658,2020-12-06,NORTH,2,0,5,2,0,0,0
1659,2020-12-07,NORTH,2,0,7,2,0,0,0
1660,2020-12-08,NORTH,2,0,6,2,0,0,0
1661,2020-12-09,NORTH,2,0,6,2,0,0,0
1662,2020-12-10,NORTH,2,0,6,2,0,0,0
1663,2020-12-11,NORTH,0,0,5,0,0,0,0
1664,2020-12-12,NORTH,1,0,4,1,0,0,0
1665,2020-12-13,NORTH,0,0,4,0,0,0,0
1666,2020-12-14,NORTH,0,0,4,0,0,0,0
1667,2020-12-15,NORTH,0,0,2,0,0,0,0
1668,2020-12-16,NORTH,0,0,2,0,0,0,0
1669,2020-12-17,NORTH,0,0,1,0,0,0,0
1670,2020-12-18,NORTH,0,0,1,0,0,0,0
1671,2020-12-19,NORTH,0,0,0,0,0,0,0
1672,2020-12-20,NORTH,0,0,0,0,0,0,0
1673,2020-12-21,NORTH,0,0,0,0,0,0,0
1674,2020-12-22,NORTH,1,0,0,1,0,0,0
1675,2020-12-23,NORTH,1,0,3,1,0,0,0
1676,2020-12-24,NORTH,1,0,2,1,0,0,0
1677,2020-12-25,NORTH,3,0,5,3,0,0,0
1678,2020-12-26,NORTH,3,0,5,3,0,0,0
1679,2020-12-27,NORTH,3,0,6,3,0,0,0
1680,2020-12-28,NORTH,3,1,6,3,1,0,0
1681,2020-12-29,NORTH,4,1,6,4,1,0,0
1682,2020-12-30,NORTH,4,2,11,4,2,0,0
1683,2020-12-31,NORTH,3,2,11,3,2,0,0
1684,2021-01-01,NORTH,4,2,6,4,2,0,0
1685,2021-01-02,NORTH,4,2,5,4,2,0,0
1686,2021-01-03,NORTH,4,2,6,4,2,0,0
1687,2021-01-04,NORTH,3,2,4,3,2,0,0
1688,2021-01-05,NORTH,4,3,8,4,3,0,0
1689,2021-01-06,NORTH,4,3,11,4,3,0,0
1690,2021-01-07,NORTH,4,2,10,4,2,0,0
1691,2021-01-08,NORTH,5,2,11,5,2,0,0
1692,2021-01-09,NORTH,3,2,10,4,3,1,1
1693,2021-01-10,NORTH,5,3,12,5,3,0,0
1694,2021-01-11,NORTH,5,3,15,5,3,0,0
1695,2021-01-12,NORTH,5,2,16,5,2,0,0
1696,2021-01-13,NORTH,4,1,17,4,1,0,0
1697,2021-01-14,NORTH,4,2,19,4,2,0,0
1698,2021-01-15,NORTH,3,2,19,3,2,0,0
1699,2021-01-16,NORTH,2,1,18,2,1,0,0
1700,2021-01-17,NORTH,2,2,17,2,2,0,0
1701,2021-01-18,NORTH,1,1,21,1,1,0,0
1702,2021-01-19,NORTH,1,1,21,1,1,0,0
1703,2021-01-20,NORTH,1,1,18,1,1,0,0
1704,2021-01-21,NORTH,1,1,16,1,1,0,0
1705,2021-01-22,NORTH,1,1,15,1,1,0,0
1706,2021-01-23,NORTH,1,1,12,1,1,0,0
1707,2021-01-24,NORTH,1,1,13,1,1,0,0
1708,2021-01-25,NORTH,1,1,13,1,1,0,0
1709,2021-01-26,NORTH,2,1,13,2,1,0,0
1710,2021-01-27,NORTH,2,1,11,2,1,0,0
1711,2021-01-28,NORTH,2,1,11,2,1,0,0
1712,2021-01-29,NORTH,2,1,13,2,1,0,0
1713,2021-01-30,NORTH,1,0,14,1,0,0,0
1714,2021-01-31,NORTH,1,0,11,1,0,0,0
1715,2021-02-01,NORTH,1,0,10,1,0,0,0
1716,2021-02-02,NORTH,3,1,10,3,1,0,0
1717,2021-02-03,NORTH,3,1,15,3,1,0,0
1718,2021-02-04,NORTH,3,1,12,3,1,0,0
1719,2021-02-05,NORTH,3,2,14,3,2,0,0
1720,2021-02-06,NORTH,3,3,10,3,3,0,0
1721,2021-02-07,NORTH,6,2,9,6,2,0,0
1722,2021-02-08,NORTH,5,2,14,5,2,0,0
1723,2021-02-09,NORTH,4,2,17,4,2,0,0
1724,2021-02-10,NORTH,5,2,15,5,2,0,0
1725,2021-02-11,NORTH,6,3,18,6,3,0,0
1726,2021-02-12,NORTH,5,3,18,5,3,0,0
1727,2021-02-13,NORTH,5,3,18,5,3,0,0
1728,2021-02-14,NORTH,7,3,18,7,3,0,0
1729,2021-02-15,NORTH,6,3,23,6,3,0,0
1730,2021-02-16,NORTH,5,2,21,5,2,0,0
1731,2021-02-17,NORTH,5,3,23,5,3,0,0
1732,2021-02-18,NORTH,5,2,22,5,2,0,0
1733,2021-02-19,NORTH,5,3,21,5,3,0,0
1734,2021-02-20,NORTH,7,5,21,7,5,0,0
1735,2021-02-21,NORTH,7,5,23,7,5,0,0
1736,2021-02-22,NORTH,8,4,27,8,4,0,0
1737,2021-02-23,NORTH,11,6,31,11,6,0,0
1738,2021-02-24,NORTH,11,6,30,11,6,0,0
1739,2021-02-25,NORTH,10,6,26,10,6,0,0
1740,2021-02-26,NORTH,7,4,27,7,4,0,0
1741,2021-02-27,NORTH,7,4,32,7,4,0,0
1742,2021-02-28,NORTH,12,6,35,12,6,0,0
1743,2021-03-01,NORTH,11,6,42,11,6,0,0
1744,2021-03-02,NORTH,11,6,36,11,6,0,0
1745,2021-03-03,NORTH,12,6,33,12,6,0,0
1746,2021-03-04,NORTH,13,9,33,13,9,0,0
1747,2021-03-05,NORTH,11,9,32,11,9,0,0
1748,2021-03-06,NORTH,14,9,31,14,9,0,0
1749,2021-03-07,NORTH,14,9,43,14,9,0,0
1750,2021-03-08,NORTH,16,10,55,16,10,0,0
1751,2021-03-09,NORTH,16,12,62,16,12,0,0
1752,2021-03-10,NORTH,16,12,54,16,12,0,0
1753,2021-03-11,NORTH,14,9,55,14,9,0,0
1754,2021-03-12,NORTH,15,11,59,15,11,0,0
1755,2021-03-13,NORTH,14,10,63,14,10,0,0
1756,2021-03-14,NORTH,13,7,63,13,7,0,0
1757,2021-03-15,NORTH,14,10,64,14,10,0,0
1758,2021-03-16,NORTH,13,9,73,14,9,1,0
1759,2021-03-17,NORTH,17,9,68,18,9,1,0
1760,2021-03-18,NORTH,20,6,75,21,6,1,0
1761,2021-03-19,NORTH,22,6,73,22,6,0,0
1762,2021-03-20,NORTH,22,8,72,22,8,0,0
1763,2021-03-21,NORTH,21,8,69,21,8,0,0
1764,2021-03-22,NORTH,17,7,67,17,7,0,0
1765,2021-03-23,NORTH,19,7,73,19,7,0,0
1766,2021-03-24,NORTH,20,5,68,20,5,0,0
1767,2021-03-25,NORTH,20,8,62,20,8,0,0
1768,2021-03-26,NORTH,21,6,61,21,6,0,0
1769,2021-03-27,NORTH,19,7,65,19,7,0,0
1770,2021-03-28,NORTH,18,7,60,18,7,0,0
1771,2021-03-29,NORTH,20,9,58,20,9,0,0
1772,2021-03-30,NORTH,17,5,56,17,5,0,0
1773,2021-03-31,NORTH,14,4,53,14,4,0,0
1774,2021-04-01,NORTH,15,4,27,15,4,0,0
1775,2021-04-02,NORTH,13,5,42,14,5,1,0
1776,2021-04-03,NORTH,14,5,39,14,5,0,0
1777,2021-04-04,NORTH,14,7,42,14,7,0,0
1778,2021-04-05,NORTH,16,9,44,16,9,0,0
1779,2021-04-06,NORTH,16,9,48,16,9,0,0
1780,2021-04-07,NORTH,17,10,52,17,10,0,0
1781,2021-04-08,NORTH,14,9,51,15,10,1,1
1782,2021-04-09,NORTH,13,7,41,14,8,1,1
1783,2021-04-10,NORTH,14,10,37,15,11,1,1
1784,2021-04-11,NORTH,15,9,39,16,10,1,1
1785,2021-04-12,NORTH,14,9,42,15,10,1,1
1786,2021-04-13,NORTH,16,9,41,17,10,1,1
1787,2021-04-14,NORTH,15,8,43,17,8,2,0
1788,2021-04-15,NORTH,13,5,44,15,6,2,1
1789,2021-04-16,NORTH,13,4,41,15,5,2,1
1790,2021-04-17,NORTH,13,3,42,15,4,2,1
1791,2021-04-18,NORTH,13,3,36,15,4,2,1
1792,2021-04-19,NORTH,11,4,38,12,4,1,0
1793,2021-04-20,NORTH,10,5,41,11,5,1,0
1794,2021-04-21,NORTH,11,7,41,13,7,2,0
1795,2021-04-22,NORTH,12,8,41,12,8,0,0
1796,2021-04-23,NORTH,16,13,38,16,13,0,0
1797,2021-04-24,NORTH,16,10,46,16,10,0,0
1798,2021-04-25,NORTH,15,11,38,16,11,1,0
1799,2021-04-26,NORTH,16,12,42,17,12,1,0
1800,2021-04-27,NORTH,17,14,42,17,14,0,0
1801,2021-04-28,NORTH,17,15,44,18,16,1,1
1802,2021-04-29,NORTH,20,15,45,20,15,0,0
1803,2021-04-30,NORTH,19,15,51,20,16,1,1
1804,2021-05-01,NORTH,22,16,45,24,18,2,2
1805,2021-05-02,NORTH,19,15,40,20,16,1,1
1806,2021-05-03,NORTH,22,13,38,22,13,0,0
1807,2021-05-04,NORTH,20,15,37,20,15,0,0
1808,2021-05-05,NORTH,18,13,35,19,14,1,1
1809,2021-05-06,NORTH,20,14,33,21,15,1,1
1810,2021-05-07,NORTH,17,11,32,18,12,1,1
1811,2021-05-08,NORTH,13,8,27,14,9,1,1
1812,2021-05-09,NORTH,12,7,23,13,8,1,1
1813,2021-05-10,NORTH,11,6,31,12,7,1,1
1814,2021-05-11,NORTH,9,6,31,10,7,1,1
1815,2021-05-12,NORTH,9,6,23,11,8,2,2
1816,2021-05-13,NORTH,11,6,30,13,7,2,1
1817,2021-05-14,NORTH,11,6,28,13,8,2,2
1818,2021-05-15,NORTH,12,8,71,14,10,2,2
1819,2021-05-16,NORTH,14,10,33,16,11,2,1
1820,2021-05-17,NORTH,13,11,28,15,12,2,1
1821,2021-05-18,NORTH,11,8,35,13,9,2,1
1822,2021-05-19,NORTH,12,9,26,13,10,1,1
1823,2021-05-20,NORTH,14,11,25,16,13,2,2
1824,2021-05-21,NORTH,13,12,32,15,14,2,2
1825,2021-05-22,NORTH,15,13,37,18,14,3,1
1826,2021-05-23,NORTH,15,12,38,18,13,3,1
1827,2021-05-24,NORTH,18,16,47,21,17,3,1
1828,2021-05-25,NORTH,21,17,47,24,19,3,2
1829,2021-05-26,NORTH,23,17,49,26,19,3,2
1830,2021-05-27,NORTH,20,14,44,23,16,3,2
1831,2021-05-28,NORTH,20,13,49,23,15,3,2
1832,2021-05-29,NORTH,21,13,49,24,15,3,2
1833,2021-05-30,NORTH,19,12,42,22,14,3,2
1834,2021-05-31,NORTH,21,11,41,23,13,2,2
1835,2021-06-01,NORTH,21,12,41,23,14,2,2
1836,2021-06-02,NORTH,21,11,38,23,13,2,2
1837,2021-06-03,NORTH,20,12,36,22,14,2,2
1838,2021-06-04,NORTH,21,12,35,23,14,2,2
1839,2021-06-05,NORTH,19,13,35,21,15,2,2
1840,2021-06-06,NORTH,21,11,40,23,13,2,2
1841,2021-06-07,NORTH,18,11,40,20,13,2,2
1842,2021-06-08,NORTH,19,9,40,21,10,2,1
1843,2021-06-09,NORTH,18,9,37,19,10,1,1
1844,2021-06-10,NORTH,19,7,34,20,8,1,1
1845,2021-06-11,NORTH,20,7,39,21,8,1,1
1846,2021-06-12,NORTH,19,7,37,20,8,1,1
1847,2021-06-13,NORTH,18,9,35,19,10,1,1
1848,2021-06-14,NORTH,18,10,35,19,11,1,1
1849,2021-06-15,NORTH,15,8,37,16,9,1,1
1850,2021-06-16,NORTH,14,8,32,14,8,0,0
1851,2021-06-17,NORTH,15,9,26,15,9,0,0
1852,2021-06-18,NORTH,17,9,21,17,9,0,0
1853,2021-06-19,NORTH,16,9,18,16,9,0,0
1854,2021-06-20,NORTH,15,8,10,15,8,0,0
1855,2021-06-21,NORTH,14,9,12,14,9,0,0
1856,2021-06-22,NORTH,14,9,22,14,9,0,0
1857,2021-06-23,NORTH,14,7,20,14,7,0,0
1858,2021-06-24,NORTH,14,8,21,14,8,0,0
1859,2021-06-25,NORTH,13,10,19,13,10,0,0
1860,2021-06-26,NORTH,14,9,18,14,9,0,0
1861,2021-06-27,NORTH,13,9,17,13,9,0,0
1862,2021-06-28,NORTH,13,9,18,13,9,0,0
1863,2021-06-29,NORTH,12,9,21,12,9,0,0
1864,2021-06-30,NORTH,12,6,17,12,6,0,0
1865,2021-07-01,NORTH,9,7,15,9,7,0,0
1866,2021-07-02,NORTH,8,7,10,8,7,0,0
1867,2021-07-03,NORTH,8,7,10,8,7,0,0
1868,2021-07-04,NORTH,8,7,8,8,7,0,0
1869,2021-07-05,NORTH,7,5,10,7,5,0,0
1870,2021-07-06,NORTH,7,5,7,7,5,0,0
1871,2021-07-07,NORTH,5,4,6,5,4,0,0
1872,2021-07-08,NORTH,5,3,5,6,3,1,0
1873,2021-07-09,NORTH,5,4,3,6,4,1,0
1874,2021-07-10,NORTH,5,3,3,6,3,1,0
1875,2021-07-11,NORTH,6,2,2,7,2,1,0
1876,2021-07-12,NORTH,6,1,4,7,1,1,0
1877,2021-07-13,NORTH,5,0,3,6,0,1,0
1878,2021-07-14,NORTH,2,1,3,3,1,1,0
1879,2021-07-15,NORTH,2,1,2,3,1,1,0
1880,2021-07-16,NORTH,2,1,2,3,1,1,0
1881,2021-07-17,NORTH,2,1,2,2,1,0,0
1882,2021-07-18,NORTH,1,0,0,1,0,0,0
1883,2021-07-19,NORTH,1,1,1,1,1,0,0
1884,2021-07-20,NORTH,2,2,2,2,2,0,0
1885,2021-07-21,NORTH,1,1,3,1,1,0,0
1886,2021-07-22,NORTH,1,1,4,1,1,0,0
1887,2021-07-23,NORTH,1,1,4,1,1,0,0
1888,2021-07-24,NORTH,1,1,2,1,1,0,0
1889,2021-07-25,NORTH,1,1,2,1,1,0,0
1890,2021-07-26,NORTH,1,1,3,1,1,0,0
1891,2021-07-27,NORTH,1,1,3,1,1,0,0
1892,2021-07-28,NORTH,1,1,2,1,1,0,0
1893,2021-07-29,NORTH,1,1,2,1,1,0,0
1894,2021-07-30,NORTH,1,1,0,1,1,0,0
1895,2021-07-31,NORTH,2,2,1,3,3,1,1
1896,2021-08-01,NORTH,2,2,1,4,3,2,1
1897,2021-08-02,NORTH,2,2,1,3,3,1,1
1898,2021-08-03,NORTH,2,2,2,3,3,1,1
1899,2021-08-04,NORTH,3,2,4,4,3,1,1
1900,2021-08-05,NORTH,3,2,4,4,3,1,1
1901,2021-08-06,NORTH,3,2,4,4,3,1,1
1902,2021-08-07,NORTH,2,2,4,3,3,1,1
1903,2021-08-08,NORTH,2,2,3,3,3,1,1
1904,2021-08-09,NORTH,2,2,5,3,3,1,1
1905,2021-08-10,NORTH,2,2,6,3,3,1,1
1906,2021-08-11,NORTH,2,2,3,3,3,1,1
1907,2021-08-12,NORTH,2,2,3,3,3,1,1
1908,2021-08-13,NORTH,2,2,4,3,3,1,1
1909,2021-08-14,NORTH,1,1,6,2,2,1,1
1910,2021-08-15,NORTH,1,1,5,2,2,1,1
1911,2021-08-16,NORTH,2,2,5,3,3,1,1
1912,2021-08-17,NORTH,2,2,5,3,3,1,1
1913,2021-08-18,NORTH,3,3,5,4,4,1,1
1914,2021-08-19,NORTH,3,3,5,4,4,1,1
1915,2021-08-20,NORTH,4,2,4,5,3,1,1
1916,2021-08-21,NORTH,3,2,4,4,3,1,1
1917,2021-08-22,NORTH,4,2,5,5,3,1,1
1918,2021-08-23,NORTH,4,2,6,5,3,1,1
1919,2021-08-24,NORTH,3,2,7,4,3,1,1
1920,2021-08-25,NORTH,2,2,7,3,3,1,1
1921,2021-08-26,NORTH,2,2,10,3,3,1,1
1922,2021-08-27,NORTH,2,2,9,3,3,1,1
1923,2021-08-28,NORTH,2,2,9,3,3,1,1
1924,2021-08-29,NORTH,2,2,9,3,3,1,1
1925,2021-08-30,NORTH,2,2,9,3,2,1,0
1926,2021-08-31,NORTH,2,2,9,3,3,1,1
1927,2021-09-01,NORTH,2,2,8,3,3,1,1
1928,2021-09-02,NORTH,2,2,6,3,3,1,1
1929,2021-09-03,NORTH,2,1,4,3,2,1,1
